,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
PRMT1,1.32297546674226e-25,-0.262289449391552,0.403,0.548,2.32896601165307e-21
GPR108,1.40954257201513e-25,-0.274128304122468,0.531,0.645,2.48135874377543e-21
ALOX5,1.41544704411439e-25,-0.258860559359432,0.65,0.734,2.49175297645898e-21
SAT2,1.51589702359821e-25,0.294398661984324,0.765,0.642,2.66858512034228e-21
BAZ1A,1.74771132299653e-25,-0.270731648709595,0.867,0.886,3.0766710130031e-21
NCF1,2.02874460075417e-25,-0.29455368215817,0.799,0.841,3.57140199516764e-21
LOC100425829,2.4812201144993e-25,-0.282620432128452,0.776,0.805,4.36793988956457e-21
RNASEH2B,3.21000974034597e-25,-0.26367786274429,0.708,0.774,5.65090114690505e-21
RELB,5.37049800672925e-25,-0.25165301478186,0.231,0.386,9.45422469104618e-21
UBE2A,5.41996132969645e-25,-0.290397669982572,0.735,0.775,9.54129992479764e-21
PNPLA6,6.21915803951214e-25,-0.29919720883495,0.476,0.6,1.09482058127572e-20
WFS1,7.13607042925294e-25,-0.29301985801581,0.58,0.669,1.25623383836569e-20
BEX4,7.18452394855589e-25,0.272149438040001,0.36,0.228,1.26476359590378e-20
RAB4A,9.47901016189148e-25,-0.250923733985889,0.673,0.753,1.66868494889938e-20
MPDU1,1.31728572704115e-24,-0.255849099362978,0.384,0.525,2.31894979388325e-20
GPNMB,1.59931443156653e-24,0.698823609273683,0.991,0.982,2.81543312532972e-20
NFE2L2,1.71562029291612e-24,-0.290107244522956,0.907,0.918,3.02017796364953e-20
LOC701504,1.83740976070904e-24,0.399290197589528,0.109,0.037,3.23457614275219e-20
DUSP6,2.07100248252437e-24,-0.413248103984977,0.626,0.682,3.64579277023591e-20
EHBP1L1,2.13396864328127e-24,-0.266686443260835,0.722,0.773,3.75663839963235e-20
LILRA5,2.22801347771476e-24,0.300604862747474,0.728,0.604,3.92219492616906e-20
RGS1,3.17146639147127e-24,0.345312133310573,0.129,0.05,5.58304943554603e-20
B2M,3.28649811317248e-24,-0.269213274419167,1,1,5.78555127842883e-20
SLC5A3,3.69464906999664e-24,0.559616083992298,0.247,0.137,6.50406022282209e-20
DHRS7,5.38803372452227e-24,0.297032173724106,0.983,0.954,9.48509456864901e-20
TUBB6,6.45604408423128e-24,-0.252384512100108,0.831,0.852,1.13652200058808e-19
RPS20,6.51060431428182e-24,0.327108947967613,1,1,1.14612678348617e-19
LOC106997893,7.03763712809951e-24,-0.329591518381266,0.445,0.564,1.23890564003064e-19
IL1A,7.91500623436203e-24,0.736659790628639,0.392,0.266,1.39335769749709e-19
P2RX4,9.97466680420724e-24,-0.266803283476197,0.61,0.702,1.75594034421264e-19
NR4A3,1.00333909738634e-23,0.44725996700817,0.267,0.152,1.76627814703892e-19
SCPEP1,2.48893214225654e-23,-0.259721073562278,0.921,0.931,4.38151614322842e-19
CKS1B,2.60514672730053e-23,-0.250756673941047,0.65,0.727,4.58610029873986e-19
OPTN,3.34484331902338e-23,-0.258677653058358,0.283,0.433,5.88826217880876e-19
TIMM17A,3.50238467466313e-23,-0.264657037415871,0.587,0.677,6.16559798127697e-19
COLEC12,3.97191586781097e-23,0.295488576752734,0.908,0.797,6.99216069369443e-19
FHOD1,4.42780595527902e-23,-0.250566734780621,0.234,0.378,7.79470960367319e-19
PLEC,6.68783242216745e-23,-0.251314130235508,0.804,0.842,1.17732601959836e-18
IQGAP2,6.70492157248613e-23,0.286410663527819,0.369,0.245,1.18033439362046e-18
LYL1,6.97106215736228e-23,-0.25466199303661,0.329,0.471,1.22718578218206e-18
CYBRD1,7.97368457504569e-23,0.326836983367599,0.142,0.061,1.40368743259104e-18
C11H12orf49,1.06350177257059e-22,-0.257524116058495,0.511,0.626,1.87218852043326e-18
BATF3,1.19178466008271e-22,-0.298197236847964,0.645,0.71,2.0980177156096e-18
IFIT1,1.50812082175613e-22,-0.277637748321004,0.033,0.128,2.6548958946195e-18
G0S2,1.80801111597496e-22,0.405564238207291,0.953,0.875,3.18282276856232e-18
C4H6orf62,1.99422484651384e-22,0.272848944759428,0.957,0.878,3.51063341980296e-18
ALCAM,2.06664680123482e-22,0.320025720330582,0.44,0.322,3.63812502889378e-18
AGER,2.4020646291327e-22,0.554430450333386,0.106,0.039,4.2285945731252e-18
TNFSF13B,3.6456563506108e-22,-0.309484396210884,0.434,0.553,6.41781343961525e-18
NUDT16,4.70611421208878e-22,-0.252857024966346,0.807,0.823,8.2846434589611e-18
OAS2,1.08994426669948e-21,-0.297205996727011,0.112,0.228,1.91873788709777e-17
EXOC3,1.77318443629677e-21,-0.274867665747719,0.337,0.468,3.12151388165684e-17
PLAAT4,2.0801054151597e-21,-0.35699016954579,0.478,0.59,3.66181757284713e-17
NUCKS1,2.23991663420627e-21,0.266875301216002,0.901,0.784,3.94314924285672e-17
KLF2,3.73431381748618e-21,0.464928049329181,0.395,0.275,6.57388604430267e-17
LOC106999148,4.53720942820895e-21,0.551633177299404,0.899,0.808,7.98730347741903e-17
ATP23,6.10162119985293e-21,-0.26810910235058,0.404,0.521,1.07412939602211e-16
GALNT12,7.88690136830423e-21,-0.259730661217238,0.779,0.795,1.38841011687628e-16
SLA,1.46546596421474e-20,-0.26157096064288,0.22,0.354,2.57980628340363e-16
CPQ,3.55909355182058e-20,0.296332665138701,0.799,0.687,6.26542828862495e-16
LOC716834,4.41010806509002e-20,0.365821781668198,0.888,0.757,7.76355423778447e-16
LGALS3BP,5.21005699368619e-20,-0.258436246502032,0.894,0.89,9.17178433168517e-16
CENPK,5.69639439170521e-20,0.356103894822213,0.299,0.197,1.00279326871579e-15
NR4A2,9.63356147588257e-20,0.33820236087887,0.208,0.116,1.69589216221437e-15
LOC697689,9.8288318662793e-20,-0.254539504898162,0.162,0.292,1.73026756173981e-15
NIFK,1.10515326884547e-19,-0.257402842977344,0.443,0.548,1.94551181447557e-15
AQP3,1.1994031346899e-19,0.263932808721665,0.171,0.086,2.1114292783081e-15
RGCC,1.27836389708734e-19,0.492911792830127,0.993,0.989,2.25043180443256e-15
HSPB1,2.10997395130371e-19,0.457107340976213,0.171,0.087,3.71439814387506e-15
FCGR2B,2.15230698403169e-19,-0.361326664641324,0.207,0.33,3.78892121468939e-15
SNCG,3.35526324163748e-19,-0.337032473185979,0.03,0.112,5.90660541057862e-15
ATF3,3.56067362753528e-19,0.37463740567981,0.863,0.751,6.2682098539131e-15
ITGAV,3.68719680435355e-19,0.284476150312466,0.894,0.772,6.490941254384e-15
TACC1,3.99640534273629e-19,0.260034658085981,0.771,0.654,7.03527196535296e-15
AHNAK2,4.37151790895764e-19,0.320798966863607,0.326,0.221,7.69562012692903e-15
C3,4.64980835960245e-19,0.854977671280905,0.117,0.049,8.18552263624415e-15
SLC44A1,5.36105108343633e-19,0.268841954940238,0.383,0.276,9.43759432728132e-15
ABHD5,6.36746993812124e-19,0.323597913251773,0.841,0.739,1.12092940790686e-14
LILRA4,7.00366702939577e-19,0.255966935501691,0.752,0.62,1.23292554385483e-14
PTGER4,8.27233137221399e-19,-0.255364468603277,0.258,0.389,1.45626121476455e-14
TRPS1,1.24706077601259e-18,-0.291021326824537,0.382,0.496,2.19532579009256e-14
CLIC5,1.7895082673157e-18,0.326233003231562,0.108,0.045,3.15025035378255e-14
TSPAN4,2.31131574784474e-18,0.329902969156432,0.523,0.41,4.06884024250587e-14
LOC718777,3.42234929584888e-18,0.312806243835849,1,1,6.02470370041238e-14
LOC106994057,4.71981427594572e-18,0.328893818040831,0.389,0.277,8.30876105137484e-14
PTGDS,7.76717821652229e-18,-1.50369363329819,0.603,0.644,1.36733405323658e-13
RCAN1,1.40175031721605e-17,-0.261668307724471,0.135,0.242,2.46764125842714e-13
IER2,1.90185229934595e-17,-0.250414776937639,0.838,0.879,3.34802078776861e-13
TSC22D1,5.06506638618212e-17,-0.264199926457189,0.148,0.254,8.916542866235e-13
RNF13,1.36845265301566e-16,0.253436301611045,0.966,0.903,2.40902405036877e-12
DOP1B,1.41720950211692e-16,0.264566938923866,0.627,0.529,2.49485560752662e-12
MSR1,2.15564974575808e-16,0.266913581681434,0.944,0.879,3.79480581243252e-12
SLC19A2,3.51541342706622e-16,0.251836316351523,0.372,0.273,6.18853379700737e-12
RND3,9.87908467869553e-16,0.261918739530607,0.168,0.09,1.73911406683756e-11
PLAU,1.91318105160962e-15,0.379069968686385,0.386,0.292,3.36796392325358e-11
ARID5B,3.14101495072719e-15,0.269814635594173,0.298,0.203,5.52944271926014e-11
TMEM106C,4.35996033837166e-15,0.34859967677253,0.431,0.356,7.67527417966948e-11
PXDC1,6.40112720312093e-15,0.311889592300623,0.562,0.459,1.12685443283741e-10
IFIT3,1.06937124617462e-14,-0.279855837832167,0.164,0.266,1.8825211417658e-10
JUNB,1.10339535575687e-14,0.326072183030968,0.926,0.861,1.94241718427439e-10
GDF15,1.98419821835005e-14,0.373916340681995,0.753,0.611,3.49298254358343e-10
TCEAL4,2.20996811140111e-14,0.278916653271667,0.43,0.345,3.89042786331051e-10
ZFAND2A,2.8417284105473e-14,0.736858513310427,0.706,0.638,5.00257869392747e-10
NUPR1,3.37718763509664e-14,0.250123733665411,0.998,0.999,5.94520111282413e-10
BAG3,5.09300295024846e-13,0.56559662695132,0.341,0.267,8.96572239361739e-09
AREG,6.04640634362122e-13,0.346693983203847,0.146,0.082,1.06440937273108e-08
TM4SF19,1.06487370912328e-12,0.344043514663359,0.343,0.263,1.87460367754062e-08
CUX1,1.35357229173117e-12,0.250299854241904,0.309,0.224,2.38282866236355e-08
ASAH1,1.47284705522425e-12,0.319828575880861,0.998,1,2.59279995601676e-08
LOC106997597,1.91529100134864e-12,0.254675359964794,0.181,0.11,3.37167827877414e-08
ZFP36L1,4.0760935691044e-12,0.352789905022997,0.388,0.308,7.17555511905139e-08
LOC719702,8.90364007964701e-12,0.459554915604103,0.935,0.888,1.56739679962106e-07
RHBDD2,9.06768865735746e-12,0.26543950128252,0.571,0.489,1.59627591124121e-07
TRA2A,1.12250843329216e-11,0.302704877236538,0.926,0.876,1.97606384596751e-07
UTRN,1.20079517439405e-11,0.366151959053236,0.332,0.255,2.11387982500329e-07
CALD1,1.52812687850268e-11,0.275937438487332,0.117,0.062,2.69011455691612e-07
LOC704104,2.13378821891042e-11,0.274049404360483,0.999,1,3.7563207805699e-07
SELENOP,3.26389935380536e-11,0.360395778655763,0.811,0.699,5.74576842243896e-07
TPM1,4.04721780054917e-11,0.434851499066214,0.172,0.109,7.12472221608676e-07
KDM6B,6.78884601352651e-11,0.261652256064235,0.771,0.664,1.19510845222121e-06
RBP4,1.10519464669467e-10,0.568660134131113,0.333,0.269,1.94558465604129e-06
EPAS1,1.22793197605507e-10,0.305329255732493,0.383,0.31,2.16165145064734e-06
CHIT1,2.34603176431097e-10,0.824963912088381,0.978,0.975,4.12995431789304e-06
MOSPD1,2.48544175461245e-10,0.525752845746692,0.367,0.311,4.37537166481975e-06
THBD,3.5045019022476e-10,-0.295300766861451,0.371,0.443,6.16932514871668e-06
CD83,7.78118446150959e-10,0.426939776158761,0.971,0.945,1.36979971260415e-05
SRGN,1.37392608493201e-09,0.320471432634095,1,0.997,2.41865947991432e-05
ATP6,3.26328935255686e-08,0.427348264902936,1,1,0.000574469457624109
C1QA,5.34390786203332e-08,0.555212948163925,0.65,0.545,0.000940741540032346
AWAT2,1.69179171454996e-07,0.269997060995003,0.324,0.266,0.00297823013429375
CD69,1.93405028016887e-07,0.64811081199753,0.441,0.365,0.00340470211320927
LOC100430627,1.12320790485492e-06,0.780000591756102,0.129,0.085,0.0197729519570659
SERTAD1,2.85180096161512e-06,-0.250320958872351,0.854,0.86,0.0502031041282726
IFI27,2.0695394105882e-05,-0.422717752699743,0.092,0.137,0.364321717839947
FDX1,0.000673224817323027,0.301630033141786,0.984,0.98,1
NFKBIA,0.00307528949902489,0.259076416553904,0.905,0.891,1
TIMP1,0.00450859582340284,0.697725223331301,0.138,0.114,1
MT1M,0.0421060861728084,0.309018891931457,0.403,0.382,1
LOC719235,0.115521046174414,-0.636164252454514,0.097,0.112,1
LOC100424064,0.656306426186181,-0.516164100714776,0.445,0.406,1
C1QC,0.707393436241106,0.307052028911176,0.605,0.585,1
